"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"1401","Golem kamen","Ozren Leskovik","1013","43° 36,396′ N","21° 49,957′ E","532 4 Aleksinac","Istočna S."
"1402","Čardak","Ozren Leskovik","799","43° 35,513′ N","21° 47,440′ E","532 4 Aleksinac","Istočna S."
"1403","Debeli vrh","Ozren Leskovik","790","43° 35,514′ N","21° 45,412′ E","532 4 Aleksinac","Istočna S."
"1404","Milivojev kamen","Ozren Leskovik","726","43° 34,207′ N","21° 50,437′ E","532 4 Aleksinac","Istočna S."
"1405","Koviljača","Ozren Leskovik","645","43° 34,234′ N","21° 49,251′ E","532 4 Aleksinac","Istočna S."
"1406","Vučji vrh","Ozren Leskovik","606","43° 37,620′ N","21° 49,077′ E","532 4 Aleksinac","Istočna S."
"1407","Dobreš","Ozren Leskovik","501","43° 33,669′ N","21° 49,631′ E","532 4 Aleksinac","Istočna S."
"1408","Jovančin vrh","Ozren Leskovik (Aleksinac)","607","43° 34,350′ N","21° 45,530′ E","532 4 Aleksinac","Istočna S."
"1409","Paješki kamik","Paješki kamen","1162","43⁰20,055‘","22⁰25,162‘","583 2 Bela palanka","Istočna S."
"1410","Stara struga","Paješki kamen","1074","43⁰19,654‘","22⁰25,636‘","583 2 Bela palanka","Istočna S."
"1411","Vrh","Paješki kamen","992","43⁰20,975‘","22⁰24,153‘","583 2 Bela palanka","Istočna S."
"1412","Treštena čuka","Paješki kamik","995","43⁰19,115‘","22⁰26,230‘","583 2 Bela palanka","Istočna S."
"1413","Veliki vrh","Resava, (Despotovac)","670","44⁰14,309‘","21⁰29,231‘","481 4 Lapovo","Istočna S."
"1414","Veliki Crni vrh","Resava, (Despotovac)","566","44⁰13,465‘","21⁰28,070‘","481 4 Lapovo","Istočna S."
"1415","Pastorak","Resava, (Despotovac)","549","44⁰06,127‘","21⁰29,197‘","481 4 Lapovo","Istočna S."
"1416","Veliki vrh","Rožanj","902","43° 42,984′ N","21° 41,902′ E","532 3 Aleksinac","Istočna S."
"1417","Lipov vrh","Rožanj","780","43° 43,690′ N","21° 43,651′ E","532 3 Aleksinac","Istočna S."
"1418","Lubnički vrh","Rožanj","759","43° 44,566′ N","21° 43,553′ E","532 3 Aleksinac","Istočna S."
"1419","Obzova glava","Rožanj","731","43° 41,837′ N","21° 42,091′ E","532 3 Aleksinac","Istočna S."
"1420","V. Vrh","Rožanj","680","43° 44,788′ N","21° 42,023′ E","532 3 Aleksinac","Istočna S."
"1421","Gluči vrh","Rožanj","636","43° 43,666′ N","21° 45,291′ E","532 4 Aleksinac","Istočna S."
"1422","Koviljača","Rožanj","552","43° 43,346′ N","21° 46,145′ E","532 4 Aleksinac","Istočna S."
"1423","Šiljak","Rtanj","1570","43° 46,555′ N","21° 53,936′ E","532 2 Aleksinac","Istočna S."
"1424","Preslo","Rtanj","1405","43° 46,600′ N","21° 52,912′ E","532 2 Aleksinac","Istočna S."
"1425","Kusak","Rtanj","1309","43° 46,249′ N","21° 51,655′ E","532 2 Aleksinac","Istočna S."
"1426","Gola planina","Rtanj","1113","43° 44,506′ N","21° 54,202′ E","532 4 Aleksinac","Istočna S."
"1427","Donji vrh","Rtanj","1083","43° 45,916′ N","21° 55,103′ E","532 2 Aleksinac","Istočna S."
"1428","Lisac","Rtanj","1016","43° 44,741′ N","21° 53,509′ E","532 4 Aleksinac","Istočna S."
"1429","Baba","Rtanj","1008","43° 45,404′ N","21° 55,931′ E","532 2 Aleksinac","Istočna S."
"1430","Mućea","Rtanj","974","43° 44,374′ N","21° 55,574′ E","532 4 Aleksinac","Istočna S."
"1431","","Rtanj","908","43° 46,531′ N","21° 55,393′ E","532 2 Aleksinac","Istočna S."
"1432","Rujiški kamen","Rtanj","904","43° 44,538′ N","21° 56,886′ E","532 4 Aleksinac","Istočna S."
"1433","Kostadinovica","Rtanj","853","43° 43,598′ N","21° 56,626′ E","532 4 Aleksinac","Istočna S."
"1434","Gradište","Rtanj","843","43° 45,976′ N","21° 58,645′ E","532 2 Aleksinac","Istočna S."
"1435","Tumba","Rtanj","842","43° 42,798′ N","21° 57,862′ E","532 4 Aleksinac","Istočna S."
"1436","V. Vučja glava","Rtanj","839","43° 46,270′ N","21° 46,208′ E","532 2 Aleksinac","Istočna S."
"1437","Sitna stena","Rtanj","820","43° 47,376′ N","21° 54,216′ E","532 2 Aleksinac","Istočna S."
"1438","Macin kamen","Rtanj","820","43° 44,900′ N","21° 59,096′ E","532 4 Aleksinac","Istočna S."
"1439","M. Vučja glava","Rtanj","809","43° 46,112′ N","21° 46,895′ E","532 2 Aleksinac","Istočna S."
"1440","Glamej","Rtanj","808","43° 43,590′ N","21° 53,625′ E","532 4 Aleksinac","Istočna S."
"1441","Garnavica","Rtanj","753","43° 47,269′ N","21° 56,821′ E","532 2 Aleksinac","Istočna S."
"1442","Ljuljaška","Rtanj","743","43° 42,574′ N","21° 56,589′ E","532 4 Aleksinac","Istočna S."
"1443","Lozanjski skok","Rtanj","735","43° 45,551′ N","21° 50,076′ E","532 2 Aleksinac","Istočna S."
"1444","Čukin vrh","Rtanj","651","43° 47,101′ N","21° 55,945′ E","532 2 Aleksinac","Istočna S."
"1445","Jasenova glava","Samanjac","852","43° 47,692′ N","21° 41,173′ E","532 1 Aleksinac","Istočna S."
"1446","Papratni kamen","Samanjac","834","43° 48,531′ N","21° 39,930′ E","532 1 Aleksinac","Istočna S."
"1447","Žuti vrh","Samanjac","820","43° 48,968′ N","21° 38,778′ E","532 1 Aleksinac","Istočna S."
"1448","Jankov vrh","Samanjac","796","43° 49,646′ N","21° 38,062′ E","532 1 Aleksinac","Istočna S."
"1449","Popov kamen","Samanjac","736","43° 46,106′ N","21° 43,475′ E","532 1 Aleksinac","Istočna S."
"1450","Hajdučki kamen","Samanjac","702","43° 49,745′ N","21° 39,204′ E","532 1 Aleksinac","Istočna S."
"1451","Vetren","Samanjac","691","43° 46,740′ N","21° 39,420′ E","532 1 Aleksinac","Istočna S."
"1452","Golo vrče","Samanjac","683","43° 50,199′ N","21° 37,108′ E","532 1 Aleksinac","Istočna S."
"1453","Magareći samar","Samanjac","675","43° 45,260′ N","21° 43,911′ E","532 1 Aleksinac","Istočna S."
"1454","Javorac","Samanjac","668","43° 49,432′ N","21° 37,313′ E","532 1 Aleksinac","Istočna S."
"1455","Srednji rid","Samanjac","582","43° 49,944′ N","21° 36,624′ E","532 1 Aleksinac","Istočna S."
"1456","Cuculj","Samanjac","579","43° 48,548′ N","21° 37,873′ E","532 1 Aleksinac","Istočna S."
"1457","Kozarnik","Samanjac","553","43° 47,321′ N","21° 40,168′ E","532 1 Aleksinac","Istočna S."
"1458","Srednjak","Samanjac","545","43° 46,870′ N","21° 37,969′ E","532 1 Aleksinac","Istočna S."
"1459","Krajnji rid","Samanjac","514","43° 50,377′ N","21° 35,945′ E","532 1 Aleksinac","Istočna S."
"1460","Starica","Severni Kučaj","796","44° 26,263′ N","21° 56,035′ E","482 2 Žagubica","Istočna S."
"1461","Veliki Strenjak","Severni Kučaj","735","44 34,772","21 50,160","432 4 Veliko Gradište","Istočna S."
"1462","Čoka Poljčin","Severni Kučaj","726","44° 34,451′ N","21° 52,150′ E","432 4 Veliko Gradište","Istočna S."
"1463","Vojinovo","Severni Kučaj","708","44° 32,915′ N","21° 55,681′ E","432 4 Veliko Gradište","Istočna S."
"1464","Sinjerski vis","Severni Kučaj","702","44° 34,006′ N","21° 56,615′ E","432 4 Veliko Gradište","Istočna S."
"1465","Rekobarski vis","Severni Kučaj","691","44° 33,494′ N","21° 42,568′ E","432 3 Veliko Gradište","Istočna S."
"1466","Šinderski vrh","Severni Kučaj","691","44° 34,556′ N","21° 53,508′ E","432 4 Veliko Gradište","Istočna S."
"1467","Jezdin vrh","Severni Kučaj","685","44° 35,475′ N","21° 50,603′ E","432 4 Veliko Gradište","Istočna S."
"1468","Tilva Tome","Severni Kučaj","673","44° 28,935′ N","21° 55,774′ E","482 2 Žagubica","Istočna S."
"1469","Ranitov vrh","Severni Kučaj","648","44° 36,693′ N","21° 51,347′ E","432 4 Veliko Gradište","Istočna S."
"1470","Valja Saka","Severni Kučaj","632","44° 27,389′ N","21° 56,626′ E","482 2 Žagubica","Istočna S."
"1471","Čoka Gorunje","Severni Kučaj","628","44° 33,614′ N","21° 54,593′ E","432 4 Veliko Gradište","Istočna S."
"1472","Babino Mašilo","Severni Kučaj","627","44° 31,481′ N","21° 57,255′ E","432 4 Veliko Gradište","Istočna S."
"1473","Strnjak","Severni Kučaj","625","44° 33,906′ N","21° 51,090′ E","432 4 Veliko Gradište","Istočna S."
"1474","Kapufeći","Severni Kučaj","621","44° 32,769′ N","21° 42,599′ E","432 3 Veliko Gradište","Istočna S."
"1475","Crvena zemlja","Severni Kučaj","610","44° 26,970′ N","21° 54,409′ E","482 2 Žagubica","Istočna S."
"1476","Kulmea Dobri","Severni Kučaj","606","44° 34,129′ N","21° 58,810′ E","432 4 Veliko Gradište","Istočna S."
"1477","Kraku Vunturiš","Severni Kučaj","598","44° 27,551′ N","21° 54,971′ E","482 2 Žagubica","Istočna S."
"1478","Krivačka Tilva","Severni Kučaj","592","44° 34,860′ N","21° 43,185′ E","432 3 Veliko Gradište","Istočna S."
"1479","Crni vrh Tumanski","Severni Kučaj","591","44° 34,371′ N","21° 38,188′ E","432 3 Veliko Gradište","Istočna S."
"1480","Gola Čuka","Severni Kučaj","581","44° 36,364′ N","21° 57,062′ E","432 4 Veliko Gradište","Istočna S."
"1481","Ljorda","Severni Kučaj","575","44° 32,894′ N","21° 41,998′ E","432 3 Veliko Gradište","Istočna S."
"1482","Široki rt","Severni Kučaj","575","44° 35,673′ N","21° 52,332′ E","432 4 Veliko Gradište","Istočna S."
"1483","Vrh Salčina","Severni Kučaj","565","44° 37,115′ N","21° 52,436′ E","432 4 Veliko Gradište","Istočna S."
"1484","Nešanski vrh","Severni Kučaj","556","44° 35,991′ N","21° 55,828′ E","432 4 Veliko Gradište","Istočna S."
"1485","Jastrebovo","Severni Kučaj","530","44° 35,833′ N","21° 53,690′ E","432 4 Veliko Gradište","Istočna S."
"1486","Mali Crni Vrh","Severni Kučaj","516","44° 37,658′ N","21° 43,933′ E","432 3 Veliko Gradište","Istočna S."
"1487","Lipovača","Severni Kučaj","516","44° 35,213′ N","21° 41,240′ E","432 3 Veliko Gradište","Istočna S."
"1488","Čuka","Severni Kučaj","515","44° 33,924′ N","21° 39,016′ E","432 3 Veliko Gradište","Istočna S."
"1489","Manđukin vrh","Severni Kučaj","512","44° 36,459′ N","21° 59,359′ E","432 4 Veliko Gradište","Istočna S."
"1490","Starčev vrh","Severni Kučaj","505","44° 37,334′ N","21° 53,208′ E","432 4 Veliko Gradište","Istočna S."
"1491","Konjska glava","Severni Kučaj ?","751","44° 25,909′ N","21° 58,314′ E","482 2 Žagubica","Istočna S."
"1492","Žuti kamen","Severni Kučaj ? (Majdanpek)","638","44° 20,048′ N","21° 57,071′ E","482 2 Žagubica","Istočna S."
"1493","Kulmea Orba","Severni Kučaj?","727","44° 28,757′ N","21° 58,863′ E","482 2 Žagubica","Istočna S."
"1494","Slemen","Slemen","1099","43° 41,368′ N","22° 03,647′ E","533 3 Zaječar","Istočna S."
"1495","Visoki trap","Slemen","886","43° 40,533′ N","22° 03,913′ E","533 3 Zaječar","Istočna S."
"1496","Zarin kamen","Slemen","883","43° 42,217′ N","22° 02,245′ E","533 3 Zaječar","Istočna S."
"1497","Banovo brdo","Slemen","861","43° 41,898′ N","22° 01,349′ E","533 3 Zaječar","Istočna S."
"1498","Mitrov kamen","Slemen","831","43° 41,016′ N","22° 01,834′ E","533 3 Zaječar","Istočna S."
"1499","V. Obli del","Slemen","810","43° 42,912′ N","22° 01,266′ E","533 3 Zaječar","Istočna S."
"1500","Šiljak","Slemen-Krstar","1070","43° 39,714′ N","22° 03,523′ E","533 3 Zaječar","Istočna S."
"1501","Kula","Slemen-Krstar","931","43° 39,330′ N","22° 04,019′ E","533 3 Zaječar","Istočna S."
"1502","Koverke","Slemen-Krstar","930","43° 40,115′ N","22° 03,264′ E","533 3 Zaječar","Istočna S."
"1503","","Slemen-Krstar","905","43° 39,952′ N","22° 02,743′ E","533 3 Zaječar","Istočna S."
"1504","Šomrdski kamen","Šomrda","803","44 32.760","21 58.232","432 4 Veliko Gradište","Istočna S."
"1505","Ciganija","Šomrda","803","44° 32,443′ N","21° 58,899′ E","432 4 Veliko Gradište","Istočna S."
"1506","Graotar","Šomrda","797","44° 33,881′ N","21° 57,601′ E","432 4 Veliko Gradište","Istočna S."
"1507","Midžor","Stara planina","2170","43⁰23,702‘","22⁰40,991‘","584 1 Pirot","I gr.BG"
"1508","Dupljak","Stara planina","2032","43⁰25,544‘","22⁰39,991‘","584 1 Pirot","I gr.BG"
"1509","","Stara planina","2009","43⁰23,631‘","22⁰42,803‘","584 1 Pirot","I gr.BG"
"1510","Golemi kamen","Stara planina","1969","43⁰25,984‘","22⁰38,659‘","584 1 Pirot","I gr.BG"
"1511","Kopren","Stara planina","1963","43⁰18,245‘","22⁰50,636‘","584 2 Pirot","I gr.BG"
"1512","Golema čuka","Stara planina","1957","43⁰22,635‘","22⁰46,338‘","584 2 Pirot","I gr.BG"
"1513","Bratkova strana","Stara planina","1943","43⁰19,384‘","22⁰46,055‘","584 2 Pirot","Istočna S."
"1514","Kopren","Stara planina","1937","43⁰18,283‘","22⁰49,244‘","584 2 Pirot","Istočna S."
"1515","Vražija glava","Stara planina","1934","43⁰20,608‘","22⁰47,969‘","584 2 Pirot","I gr.BG"
"1516","Tri čuke","Stara planina","1933","43⁰19,930‘","22⁰49,761‘","584 2 Pirot","I gr.BG"
"1517","Srebrna glava","Stara planina","1932","43⁰11,563‘","23⁰00,704‘","584 4 Pirot","I gr.BG"
"1518","Prilepski vrh","Stara planina","1906","43⁰24,041‘","22⁰39,037‘","584 1 Pirot","Istočna S."
"1519","Žarkova čuka","Stara planina","1848","43⁰23,395‘","22⁰38,350‘","584 1 Pirot","Istočna S."
"1520","Crni vrh","Stara planina","1831","43⁰11,152‘","22⁰59,596‘","584 4 Pirot","Istočna S."
"1521","Mramor","Stara planina","1759","43⁰18,900‘","22⁰44,680‘","584 1 Pirot","Istočna S."
"1522","Babin zub","Stara planina","1757","43⁰22,149‘","22⁰36,858‘","584 1 Pirot","Istočna S."
"1523","Orlov kamen","Stara planina","1737","43⁰27,688‘","22⁰33,568‘","584 1 Pirot","I gr.BG"
"1524","Mučibaba","Stara planina","1727","43⁰12,764‘","22⁰56,000‘","584 4 Pirot","I gr.BG"
"1525","Hajdučki kamen","Stara planina","1711","43⁰27,801‘","22⁰34,857‘","584 1 Pirot","I gr.BG"
"1526","Šilja čuka","Stara planina","1711","43⁰26,074‘","22⁰36,530‘","584 1 Pirot","I gr.BG"
"1527","","Stara planina","1688","43⁰13,248‘","22⁰55,210‘","584 4 Pirot","I gr.BG"
"1528","Tupanac","Stara planina","1673","43⁰13,631‘","22⁰54,076‘","584 4 Pirot","I gr.BG"
"1529","Studenička čuka","Stara planina","1666","43⁰18,983‘","22⁰43,790‘","584 1 Pirot","Istočna S."
"1530","Tupanac","Stara planina","1602","43⁰13,013‘","22⁰53,191‘","584 4 Pirot","Istočna S."
"1531","Vrh","Stara planina","1588","43⁰16,481‘","22⁰44,443‘","584 1 Pirot","Istočna S."
"1532","Belan","Stara planina","1582","43⁰18,989‘","22⁰42,843‘","584 1 Pirot","Istočna S."
"1533","Golaš","Stara planina","1579","43⁰28,266‘","22⁰32,336‘","584 1 Pirot","I gr.BG"
"1534","Stražište","Stara planina","1496","43⁰17,636‘","22⁰41,126‘","584 1 Pirot","Istočna S."
"1535","Bodin vrh","Stara planina","1484","43⁰14,716‘","22⁰48,816‘","584 4 Pirot","Istočna S."
"1536","Vuz","Stara planina","1435","43⁰29,826‘","22⁰31,710‘","584 1 Pirot","Istočna S."
"1537","Stamenovo bilo","Stara planina","1414","43⁰29,165‘","22⁰31,805‘","584 1 Pirot","I gr.BG"
"1538","Čuke","Stara planina","1344","43⁰14,060‘","22⁰45,968‘","584 4 Pirot","Istočna S."
"1539","Bilo","Stara planina","1337","43° 34,117′ N","22° 29,605′ E","533 4 Zaječar","Istočna S."
"1540","Barska čuka","Stara planina","1317","43⁰18,004‘","22⁰39,613‘","584 1 Pirot","Istočna S."
"1541","Gruin vrh","Stara planina","1300","43⁰20,296‘","22⁰43,991‘","584 1 Pirot","Istočna S."
"1542","Subina čuka","Stara planina","1296","43⁰12,825‘","22⁰47,383‘","584 4 Pirot","Istočna S."
"1543","Rosomački vrh","Stara planina","1250","43⁰10,378‘","22⁰51,175‘","584 4 Pirot","Istočna S."
"1544","Velika Turla","Stara planina","1235","43⁰19,991‘","22⁰38,491‘","584 1 Pirot","Istočna S."
"1545","Kljun","Stara planina","1231","43° 32,955′ N","22° 29,537′ E","533 4 Zaječar","Istočna S."
"1546","Strašna čuka","Stara planina","1159","43⁰11,346‘","22⁰47,934‘","584 4 Pirot","Istočna S."
"1547","V. Jablan","Stara planina","1136","43° 30,017′ N","22° 26,862′ E","533 4 Zaječar","Istočna S."
"1548","Pečano bilo","Stara planina","1134","43° 35,992′ N","22° 28,686′ E","533 4 Zaječar","Istočna S."
"1549","Babin nos","Stara planina","1108","43° 43,016′ N","22° 24,611′ E","533 4 Zaječar","Istočna S."
"1550","Klokočeva čuka","Stara planina","1104","43° 35,498′ N","22° 27,589′ E","533 4 Zaječar","Istočna S."
"1551","Glog","Stara planina","1104","43° 34,469′ N","22° 28,367′ E","533 4 Zaječar","Istočna S."
"1552","Glogovica","Stara planina","1101","43° 30,701′ N","22° 27,056′ E","533 4 Zaječar","Istočna S."
"1553","Tri kladenca","Stara planina","1100","43° 42,373′ N","22° 24,711′ E","533 4 Zaječar","Istočna S."
"1554","Ruška čuka","Stara planina","1100","43° 33,256′ N","22° 27,365′ E","533 4 Zaječar","Istočna S."
"1555","Golaš","Stara planina","1098","43° 36,366′ N","22° 29,118′ E","533 4 Zaječar","Istočna S."
"1556","Granikovo","Stara planina","1088","43⁰19,960‘","22⁰31,441‘","584 1 Pirot","Istočna S."
"1557","Treštena čuka","Stara planina","1085","43⁰22,649‘","22⁰33,070‘","584 1 Pirot","Istočna S."
"1558","Brezovo bilo","Stara planina","1058","43° 36,554′ N","22° 26,346′ E","533 4 Zaječar","Istočna S."
"1559","Govedarnik","Stara planina","1048","43° 30,774′ N","22° 26,123′ E","533 4 Zaječar","Istočna S."
"1560","Cer","Stara planina","1048","43⁰16,734‘","22⁰36,494‘","584 1 Pirot","Istočna S."
"1561","Dlgi del","Stara planina","1047","43° 35,094′ N","22° 28,804′ E","533 4 Zaječar","Istočna S."
"1562","Jovankov vrh","Stara planina","1044","43⁰11,363‘","22⁰46,807‘","584 4 Pirot","Istočna S."
"1563","Bazova","Stara planina","1026","43° 36,233′ N","22° 27,561′ E","533 4 Zaječar","Istočna S."
"1564","Radino lice","Stara planina","1022","43° 41,654′ N","22° 24,664′ E","533 4 Zaječar","Istočna S."
"1565","Gola čuka","Stara planina","1002","43° 34,691′ N","22° 23,385′ E","533 4 Zaječar","Istočna S."
"1566","Tresak","Stara planina","1000","43° 40,887′ N","22° 25,548′ E","533 4 Zaječar","Istočna S."
"1567","Tumba","Stara planina","988","43° 37,400′ N","22° 25,472′ E","533 4 Zaječar","Istočna S."
"1568","Vražija glava","Stara planina","983","43⁰25,797‘","22⁰30,687‘","584 1 Pirot","Istočna S."
"1569","Janošica","Stara planina","980","43° 41,452′ N","22° 23,309′ E","533 4 Zaječar","Istočna S."
"1570","Glama","Stara planina","960","43⁰19,033‘","22⁰31,257‘","584 1 Pirot","Istočna S."
"1571","Čuka","Stara planina","933","43° 30,954′ N","22° 28,586′ E","533 4 Zaječar","Istočna S."
"1572","Drenova glava","Stara planina","924","43⁰22,358‘","22⁰29,521‘","583 2 Bela palanka","Istočna S."
"1573","Seliška čuka","Stara planina","920","43⁰25,324‘","22⁰33,493‘","584 1 Pirot","Istočna S."
"1574","M. Jablan","Stara planina","914","43° 31,011′ N","22° 25,056′ E","533 4 Zaječar","Istočna S."
"1575","Čovečija glava","Stara planina","888","43⁰28,447‘","22⁰28,093‘","583 2 Bela palanka","Istočna S."
"1576","Gradiška čuka","Stara planina","882","43° 36,383′ N","22° 21,941′ E","533 4 Zaječar","Istočna S."
"1577","Ivov del","Stara planina","872","43° 34,109′ N","22° 26,815′ E","533 4 Zaječar","Istočna S."
"1578","Kitka","Stara planina","871","43⁰25,239‘","22⁰28,604‘","583 2 Bela palanka","Istočna S."
"1579","Sokatice","Stara planina","856","43° 33,085′ N","22° 25,231′ E","533 4 Zaječar","Istočna S."
"1580","Mali rt","Stara planina","850","43⁰29,479‘","22⁰24,915‘","583 2 Bela palanka","Istočna S."
"1581","Jalovik","Stara planina","849","43⁰22,680‘","22⁰27,142‘","583 2 Bela palanka","Istočna S."
"1582","Zubrov del","Stara planina","836","43° 31,461′ N","22° 26,611′ E","533 4 Zaječar","Istočna S."
"1583","Orlova glava","Stara planina","833","43° 35,341′ N","22° 21,709′ E","533 4 Zaječar","Istočna S."
"1584","Kilavat","Stara planina","829","43° 35,293′ N","22° 22,720′ E","533 4 Zaječar","Istočna S."
"1585","Zdravac","Stara planina","823","43° 41,902′ N","22° 22,420′ E","533 4 Zaječar","Istočna S."
"1586","Lazarova kosa","Stara planina","818","43° 32,531′ N","22° 26,033′ E","533 4 Zaječar","Istočna S."
"1587","Crnoglav","Stara planina","764","43° 45,450′ N","21° 23,868′ E","533 2 Zaječar","Istočna S."
"1588","Obli","Stara planina","749","43° 36,448′ N","22° 23,536′ E","533 4 Zaječar","Istočna S."
"1589","Jojina glama","Stara planina","722","43° 39,167′ N","22° 26,693′ E","533 4 Zaječar","Istočna S."
"1590","Orni vrh","Stara planina","714","43° 44,279′ N","22° 21,699′ E","533 4 Zaječar","Istočna S."
"1591","Miljanina čuka","Stara planina","711","43° 30,654′ N","22° 23,274′ E","533 4 Zaječar","Istočna S."
"1592","Zdravča","Stara planina","711","43° 39,629′ N","22° 25,434′ E","533 4 Zaječar","Istočna S."
"1593","Vetren","Stara planina","703","43° 42,673′ N","22° 21,492′ E","533 4 Zaječar","Istočna S."
"1594","Prisadnja","Stara planina","699","43⁰28,890‘","22⁰22,869‘","583 2 Bela palanka","Istočna S."
"1595","Vrška čuka","Stara planina","672","43° 50,054′ N","21° 22,425′ E","533 2 Zaječar","Istočna S."
"1596","Maček","Stara planina","650","43° 32,896′ N","22° 21,214′ E","533 4 Zaječar","Istočna S."
"1597","Čuka","Stara planina","645","43° 39,464′ N","22° 23,367′ E","533 4 Zaječar","Istočna S."
"1598","Mala glama","Stara planina","630","43° 38,585′ N","22° 27,733′ E","533 4 Zaječar","Istočna S."
"1599","Golo brdo","Stara planina","621","43° 45,217′ N","21° 23,180′ E","533 2 Zaječar","Istočna S."
"1600","Kaluđerovac","Stara planina","560","43° 45,527′ N","21° 21,992′ E","533 2 Zaječar","Istočna S."
"1601","V. Gorunovac","Stara planina","554","43° 46,402′ N","21° 21,618′ E","533 2 Zaječar","Istočna S."
"1602","Mala čuka","Stara planina","502","43° 50,142′ N","21° 20,680′ E","533 2 Zaječar","Istočna S."
"1603","","Stol","1155","44° 10,688′ N","22° 08,621′ E","483 3 Bor","Istočna S."
"1604","","Stol","1018","44° 10,122′ N","22° 08,633′ E","483 3 Bor","Istočna S."
"1605","Kovina","Svrljiške pl. Rinjska pl.","1205","43⁰19,299‘","22⁰18,691‘","583 2 Bela palanka","Istočna S."
"1606","Donja suligata","Svrljiške pl. Rinjska pl.","1153","43⁰17,973‘","22⁰21,141‘","583 2 Bela palanka","Istočna S."
"1607","Mezilica","Svrljiške pl. Rinjska pl.","1077","43⁰17,573‘","22⁰20,474‘","583 2 Bela palanka","Istočna S."
"1608","Golemi vrh","Svrljiške pl. Rinjska pl.","1022","43⁰16,476‘","22⁰21,545‘","583 2 Bela palanka","Istočna S."
"1609","Ravna glava","Svrljiške pl. Rinjska pl.","900","43⁰16,788‘","22⁰18,586‘","583 2 Bela palanka","Istočna S."
"1610","Zeleni vrh","Svrljiške planine","1334","43⁰19,808‘","22⁰15,511‘","583 2 Bela palanka","Istočna S."
"1611","Goli vrh","Svrljiške planine","1272","43⁰20,117‘","22⁰14,451‘","583 1 Bela palanka","Istočna S."
"1612","Crni vrh","Svrljiške planine","1270","43⁰20,718‘","22⁰17,073‘","583 2 Bela palanka","Istočna S."
"1613","Pleš","Svrljiške planine","1267","43⁰21,228‘","22⁰10,214‘","583 1 Bela palanka","Istočna S."
"1614","Pleš II","Svrljiške planine","1266","43⁰21,211‘","22⁰10,488‘","583 1 Bela palanka","Istočna S."
"1615","Golemi vrh","Svrljiške planine","1252","43⁰19,919‘","22⁰19,967‘","583 2 Bela palanka","Istočna S."
"1616","Konjarnici","Svrljiške planine","1206","43⁰20,335‘","22⁰18,004‘","583 2 Bela palanka","Istočna S."
"1617","Ulanac","Svrljiške planine","1195","43⁰21,274‘","22⁰18,689‘","583 2 Bela palanka","Istočna S."
"1618","Radev kamen","Svrljiške planine","1190","43⁰20,284‘","22⁰13,499‘","583 1 Bela palanka","Istočna S."
"1619","Golubinjak","Svrljiške planine","1179","43⁰21,099‘","22⁰11,648‘","583 1 Bela palanka","Istočna S."
"1620","Skrobni vrh","Svrljiške planine","1151","43⁰20,521‘","22⁰13,266‘","583 1 Bela palanka","Istočna S."
"1621","Žanovački vrh","Svrljiške planine","1133","43⁰20,866‘","22⁰13,119‘","583 1 Bela palanka","Istočna S."
"1622","Tupanar","Svrljiške planine","1106","43⁰20,999‘","22⁰09,228‘","583 1 Bela palanka","Istočna S."
"1623","Mindrak","Svrljiške planine","1089","43⁰21,836‘","22⁰10,391‘","583 1 Bela palanka","Istočna S."
"1624","Gradac","Svrljiške planine","1062","43⁰21,258‘","22⁰06,446‘","583 1 Bela palanka","Istočna S."
"1625","Jalovar","Svrljiške planine","1021","43⁰21,406‘","22⁰19,968‘","583 2 Bela palanka","Istočna S."
"1626","Ulj","Svrljiške planine","937","43⁰22,490‘","22⁰07,193‘","583 1 Bela palanka","Istočna S."
"1627","Oštri vrh","Svrljiške planine","913","43⁰20,721‘","22⁰21,097‘","583 2 Bela palanka","Istočna S."
"1628","Beloinjski vrh","Svrljiške planine","831","43⁰22,668‘","22⁰10,190‘","583 1 Bela palanka","Istočna S."
"1629","Debeli del","Svrljiške planine","729","43⁰23,212‘","22⁰01,838‘","583 1 Bela palanka","Istočna S."
"1630","Čukar","Tresibaba","826","43⁰26,172‘","22⁰21,731‘","583 2 Bela palanka","Istočna S."
"1631","Bogdanica","Tresibaba","808","43⁰28,483‘","22⁰08,008‘","583 1 Bela palanka","Istočna S."
"1632","Šestar","Tresibaba","786","43⁰28,689‘","22⁰12,281‘","583 1 Bela palanka","Istočna S."
"1633","Brčina vrtača","Tresibaba","786","43⁰28,766‘","22⁰13,467‘","583 1 Bela palanka","Istočna S."
"1634","Drilovska čuka","Tresibaba","781","43⁰26,585‘","22⁰22,675‘","583 2 Bela palanka","Istočna S."
"1635","Maninski vrh","Tresibaba","771","43⁰27,978‘","22⁰10,549‘","583 1 Bela palanka","Istočna S."
"1636","Sladunica","Tresibaba","751","43⁰26,174‘","22⁰14,242‘","583 1 Bela palanka","Istočna S."
"1637","Gorunski del","Tresibaba","745","43⁰28,050‘","22⁰18,399‘","583 2 Bela palanka","Istočna S."
"1638","Tijovica","Tresibaba","740","43⁰24,340‘","22⁰20,092‘","583 2 Bela palanka","Istočna S."
"1639","Golem kamen","Tresibaba","524","43° 32,030′ N","22° 11,140′ E","533 3 Zaječar","Istočna S."
