"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"1510","Golemi kamen","Stara planina","1969","43°25,984‘","22°38,659‘","584 1 Pirot","I gr.BG"
"1511","Kopren","Stara planina","1963","43°18,245‘","22°50,636‘","584 2 Pirot","I gr.BG"
"1512","Golema cuka","Stara planina","1957","43°22,635‘","22°46,338‘","584 2 Pirot","I gr.BG"
"1513","Bratkova strana","Stara planina","1943","43°19,384‘","22°46,055‘","584 2 Pirot","Istocna S."
"1514","Kopren","Stara planina","1937","43°18,283‘","22°49,244‘","584 2 Pirot","Istocna S."
"1515","Vražija glava","Stara planina","1934","43°20,608‘","22°47,969‘","584 2 Pirot","I gr.BG"
"1516","Tri cuke","Stara planina","1933","43°19,930‘","22°49,761‘","584 2 Pirot","I gr.BG"
"1517","Srebrna glava","Stara planina","1932","43°11,563‘","23°00,704‘","584 4 Pirot","I gr.BG"
"1518","Prilepski vrh","Stara planina","1906","43°24,041‘","22°39,037‘","584 1 Pirot","Istocna S."
"1519","Žarkova cuka","Stara planina","1848","43°23,395‘","22°38,350‘","584 1 Pirot","Istocna S."
"1520","Crni vrh","Stara planina","1831","43°11,152‘","22°59,596‘","584 4 Pirot","Istocna S."
"1521","Mramor","Stara planina","1759","43°18,900‘","22°44,680‘","584 1 Pirot","Istocna S."
"1522","Babin zub","Stara planina","1757","43°22,149‘","22°36,858‘","584 1 Pirot","Istocna S."
"1523","Orlov kamen","Stara planina","1737","43°27,688‘","22°33,568‘","584 1 Pirot","I gr.BG"
"1524","Mucibaba","Stara planina","1727","43°12,764‘","22°56,000‘","584 4 Pirot","I gr.BG"
"1525","Hajducki kamen","Stara planina","1711","43°27,801‘","22°34,857‘","584 1 Pirot","I gr.BG"
"1526","Šilja cuka","Stara planina","1711","43°26,074‘","22°36,530‘","584 1 Pirot","I gr.BG"
"1527","","Stara planina","1688","43°13,248‘","22°55,210‘","584 4 Pirot","I gr.BG"
"1528","Tupanac","Stara planina","1673","43°13,631‘","22°54,076‘","584 4 Pirot","I gr.BG"
"1529","Studenicka cuka","Stara planina","1666","43°18,983‘","22°43,790‘","584 1 Pirot","Istocna S."
"1530","Tupanac","Stara planina","1602","43°13,013‘","22°53,191‘","584 4 Pirot","Istocna S."
"1531","Vrh","Stara planina","1588","43°16,481‘","22°44,443‘","584 1 Pirot","Istocna S."
"1532","Belan","Stara planina","1582","43°18,989‘","22°42,843‘","584 1 Pirot","Istocna S."
"1533","Golaš","Stara planina","1579","43°28,266‘","22°32,336‘","584 1 Pirot","I gr.BG"
"1534","Stražište","Stara planina","1496","43°17,636‘","22°41,126‘","584 1 Pirot","Istocna S."
"1535","Bodin vrh","Stara planina","1484","43°14,716‘","22°48,816‘","584 4 Pirot","Istocna S."
"1536","Vuz","Stara planina","1435","43°29,826‘","22°31,710‘","584 1 Pirot","Istocna S."
"1537","Stamenovo bilo","Stara planina","1414","43°29,165‘","22°31,805‘","584 1 Pirot","I gr.BG"
"1538","Cuke","Stara planina","1344","43°14,060‘","22°45,968‘","584 4 Pirot","Istocna S."
"1539","Bilo","Stara planina","1337","43° 34,117' N","22° 29,605' E","533 4 Zajecar","Istocna S."
"1540","Barska cuka","Stara planina","1317","43°18,004‘","22°39,613‘","584 1 Pirot","Istocna S."
"1541","Gruin vrh","Stara planina","1300","43°20,296‘","22°43,991‘","584 1 Pirot","Istocna S."
"1542","Subina cuka","Stara planina","1296","43°12,825‘","22°47,383‘","584 4 Pirot","Istocna S."
"1543","Rosomacki vrh","Stara planina","1250","43°10,378‘","22°51,175‘","584 4 Pirot","Istocna S."
"1544","Velika Turla","Stara planina","1235","43°19,991‘","22°38,491‘","584 1 Pirot","Istocna S."
"1545","Kljun","Stara planina","1231","43° 32,955' N","22° 29,537' E","533 4 Zajecar","Istocna S."
"1546","Strašna cuka","Stara planina","1159","43°11,346‘","22°47,934‘","584 4 Pirot","Istocna S."
"1547","V. Jablan","Stara planina","1136","43° 30,017' N","22° 26,862' E","533 4 Zajecar","Istocna S."
"1548","Pecano bilo","Stara planina","1134","43° 35,992' N","22° 28,686' E","533 4 Zajecar","Istocna S."
"1549","Babin nos","Stara planina","1108","43° 43,016' N","22° 24,611' E","533 4 Zajecar","Istocna S."
"1550","Klokoceva cuka","Stara planina","1104","43° 35,498' N","22° 27,589' E","533 4 Zajecar","Istocna S."
"1551","Glog","Stara planina","1104","43° 34,469' N","22° 28,367' E","533 4 Zajecar","Istocna S."
"1552","Glogovica","Stara planina","1101","43° 30,701' N","22° 27,056' E","533 4 Zajecar","Istocna S."
"1553","Tri kladenca","Stara planina","1100","43° 42,373' N","22° 24,711' E","533 4 Zajecar","Istocna S."
"1554","Ruška cuka","Stara planina","1100","43° 33,256' N","22° 27,365' E","533 4 Zajecar","Istocna S."
"1555","Golaš","Stara planina","1098","43° 36,366' N","22° 29,118' E","533 4 Zajecar","Istocna S."
"1556","Granikovo","Stara planina","1088","43°19,960‘","22°31,441‘","584 1 Pirot","Istocna S."
"1557","Treštena cuka","Stara planina","1085","43°22,649‘","22°33,070‘","584 1 Pirot","Istocna S."
"1558","Brezovo bilo","Stara planina","1058","43° 36,554' N","22° 26,346' E","533 4 Zajecar","Istocna S."
"1559","Govedarnik","Stara planina","1048","43° 30,774' N","22° 26,123' E","533 4 Zajecar","Istocna S."
"1560","Cer","Stara planina","1048","43°16,734‘","22°36,494‘","584 1 Pirot","Istocna S."
"1561","Dlgi del","Stara planina","1047","43° 35,094' N","22° 28,804' E","533 4 Zajecar","Istocna S."
"1562","Jovankov vrh","Stara planina","1044","43°11,363‘","22°46,807‘","584 4 Pirot","Istocna S."
"1563","Bazova","Stara planina","1026","43° 36,233' N","22° 27,561' E","533 4 Zajecar","Istocna S."
"1564","Radino lice","Stara planina","1022","43° 41,654' N","22° 24,664' E","533 4 Zajecar","Istocna S."
"1565","Gola cuka","Stara planina","1002","43° 34,691' N","22° 23,385' E","533 4 Zajecar","Istocna S."
"1566","Tresak","Stara planina","1000","43° 40,887' N","22° 25,548' E","533 4 Zajecar","Istocna S."
"1567","Tumba","Stara planina","988","43° 37,400' N","22° 25,472' E","533 4 Zajecar","Istocna S."
"1568","Vražija glava","Stara planina","983","43°25,797‘","22°30,687‘","584 1 Pirot","Istocna S."
"1569","Janošica","Stara planina","980","43° 41,452' N","22° 23,309' E","533 4 Zajecar","Istocna S."
"1570","Glama","Stara planina","960","43°19,033‘","22°31,257‘","584 1 Pirot","Istocna S."
"1571","Cuka","Stara planina","933","43° 30,954' N","22° 28,586' E","533 4 Zajecar","Istocna S."
"1572","Drenova glava","Stara planina","924","43°22,358‘","22°29,521‘","583 2 Bela palanka","Istocna S."
"1573","Seliška cuka","Stara planina","920","43°25,324‘","22°33,493‘","584 1 Pirot","Istocna S."
"1574","M. Jablan","Stara planina","914","43° 31,011' N","22° 25,056' E","533 4 Zajecar","Istocna S."
"1575","Covecija glava","Stara planina","888","43°28,447‘","22°28,093‘","583 2 Bela palanka","Istocna S."
"1576","Gradiška cuka","Stara planina","882","43° 36,383' N","22° 21,941' E","533 4 Zajecar","Istocna S."
"1577","Ivov del","Stara planina","872","43° 34,109' N","22° 26,815' E","533 4 Zajecar","Istocna S."
"1578","Kitka","Stara planina","871","43°25,239‘","22°28,604‘","583 2 Bela palanka","Istocna S."
"1579","Sokatice","Stara planina","856","43° 33,085' N","22° 25,231' E","533 4 Zajecar","Istocna S."
"1580","Mali rt","Stara planina","850","43°29,479‘","22°24,915‘","583 2 Bela palanka","Istocna S."
"1581","Jalovik","Stara planina","849","43°22,680‘","22°27,142‘","583 2 Bela palanka","Istocna S."
"1582","Zubrov del","Stara planina","836","43° 31,461' N","22° 26,611' E","533 4 Zajecar","Istocna S."
"1583","Orlova glava","Stara planina","833","43° 35,341' N","22° 21,709' E","533 4 Zajecar","Istocna S."
"1584","Kilavat","Stara planina","829","43° 35,293' N","22° 22,720' E","533 4 Zajecar","Istocna S."
"1585","Zdravac","Stara planina","823","43° 41,902' N","22° 22,420' E","533 4 Zajecar","Istocna S."
"1586","Lazarova kosa","Stara planina","818","43° 32,531' N","22° 26,033' E","533 4 Zajecar","Istocna S."
"1587","Crnoglav","Stara planina","764","43° 45,450' N","21° 23,868' E","533 2 Zajecar","Istocna S."
"1588","Obli","Stara planina","749","43° 36,448' N","22° 23,536' E","533 4 Zajecar","Istocna S."
"1589","Jojina glama","Stara planina","722","43° 39,167' N","22° 26,693' E","533 4 Zajecar","Istocna S."
"1590","Orni vrh","Stara planina","714","43° 44,279' N","22° 21,699' E","533 4 Zajecar","Istocna S."
"1591","Miljanina cuka","Stara planina","711","43° 30,654' N","22° 23,274' E","533 4 Zajecar","Istocna S."
"1592","Zdravca","Stara planina","711","43° 39,629' N","22° 25,434' E","533 4 Zajecar","Istocna S."
"1593","Vetren","Stara planina","703","43° 42,673' N","22° 21,492' E","533 4 Zajecar","Istocna S."
"1594","Prisadnja","Stara planina","699","43°28,890‘","22°22,869‘","583 2 Bela palanka","Istocna S."
"1595","Vrška cuka","Stara planina","672","43° 50,054' N","21° 22,425' E","533 2 Zajecar","Istocna S."
"1596","Macek","Stara planina","650","43° 32,896' N","22° 21,214' E","533 4 Zajecar","Istocna S."
"1597","Cuka","Stara planina","645","43° 39,464' N","22° 23,367' E","533 4 Zajecar","Istocna S."
"1598","Mala glama","Stara planina","630","43° 38,585' N","22° 27,733' E","533 4 Zajecar","Istocna S."
"1599","Golo brdo","Stara planina","621","43° 45,217' N","21° 23,180' E","533 2 Zajecar","Istocna S."
"1600","Kaluderovac","Stara planina","560","43° 45,527' N","21° 21,992' E","533 2 Zajecar","Istocna S."
"1601","V. Gorunovac","Stara planina","554","43° 46,402' N","21° 21,618' E","533 2 Zajecar","Istocna S."
"1602","Mala cuka","Stara planina","502","43° 50,142' N","21° 20,680' E","533 2 Zajecar","Istocna S."
"1603","","Stol","1155","44° 10,688' N","22° 08,621' E","483 3 Bor","Istocna S."
"1604","","Stol","1018","44° 10,122' N","22° 08,633' E","483 3 Bor","Istocna S."
"1605","Kovina","Svrljiške pl. Rinjska pl.","1205","43°19,299‘","22°18,691‘","583 2 Bela palanka","Istocna S."
"1606","Donja suligata","Svrljiške pl. Rinjska pl.","1153","43°17,973‘","22°21,141‘","583 2 Bela palanka","Istocna S."
"1607","Mezilica","Svrljiške pl. Rinjska pl.","1077","43°17,573‘","22°20,474‘","583 2 Bela palanka","Istocna S."
"1608","Golemi vrh","Svrljiške pl. Rinjska pl.","1022","43°16,476‘","22°21,545‘","583 2 Bela palanka","Istocna S."
"1609","Ravna glava","Svrljiške pl. Rinjska pl.","900","43°16,788‘","22°18,586‘","583 2 Bela palanka","Istocna S."
"1610","Zeleni vrh","Svrljiške planine","1334","43°19,808‘","22°15,511‘","583 2 Bela palanka","Istocna S."
"1611","Goli vrh","Svrljiške planine","1272","43°20,117‘","22°14,451‘","583 1 Bela palanka","Istocna S."
"1612","Crni vrh","Svrljiške planine","1270","43°20,718‘","22°17,073‘","583 2 Bela palanka","Istocna S."
"1613","Pleš","Svrljiške planine","1267","43°21,228‘","22°10,214‘","583 1 Bela palanka","Istocna S."
"1614","Pleš II","Svrljiške planine","1266","43°21,211‘","22°10,488‘","583 1 Bela palanka","Istocna S."
"1615","Golemi vrh","Svrljiške planine","1252","43°19,919‘","22°19,967‘","583 2 Bela palanka","Istocna S."
"1616","Konjarnici","Svrljiške planine","1206","43°20,335‘","22°18,004‘","583 2 Bela palanka","Istocna S."
"1617","Ulanac","Svrljiške planine","1195","43°21,274‘","22°18,689‘","583 2 Bela palanka","Istocna S."
"1618","Radev kamen","Svrljiške planine","1190","43°20,284‘","22°13,499‘","583 1 Bela palanka","Istocna S."
"1619","Golubinjak","Svrljiške planine","1179","43°21,099‘","22°11,648‘","583 1 Bela palanka","Istocna S."
"1620","Skrobni vrh","Svrljiške planine","1151","43°20,521‘","22°13,266‘","583 1 Bela palanka","Istocna S."
"1621","Žanovacki vrh","Svrljiške planine","1133","43°20,866‘","22°13,119‘","583 1 Bela palanka","Istocna S."
"1622","Tupanar","Svrljiške planine","1106","43°20,999‘","22°09,228‘","583 1 Bela palanka","Istocna S."
"1623","Mindrak","Svrljiške planine","1089","43°21,836‘","22°10,391‘","583 1 Bela palanka","Istocna S."
"1624","Gradac","Svrljiške planine","1062","43°21,258‘","22°06,446‘","583 1 Bela palanka","Istocna S."
"1625","Jalovar","Svrljiške planine","1021","43°21,406‘","22°19,968‘","583 2 Bela palanka","Istocna S."
"1626","Ulj","Svrljiške planine","937","43°22,490‘","22°07,193‘","583 1 Bela palanka","Istocna S."
"1627","Oštri vrh","Svrljiške planine","913","43°20,721‘","22°21,097‘","583 2 Bela palanka","Istocna S."
"1628","Beloinjski vrh","Svrljiške planine","831","43°22,668‘","22°10,190‘","583 1 Bela palanka","Istocna S."
"1629","Debeli del","Svrljiške planine","729","43°23,212‘","22°01,838‘","583 1 Bela palanka","Istocna S."
"1630","Cukar","Tresibaba","826","43°26,172‘","22°21,731‘","583 2 Bela palanka","Istocna S."
"1631","Bogdanica","Tresibaba","808","43°28,483‘","22°08,008‘","583 1 Bela palanka","Istocna S."
"1632","Šestar","Tresibaba","786","43°28,689‘","22°12,281‘","583 1 Bela palanka","Istocna S."
"1633","Brcina vrtaca","Tresibaba","786","43°28,766‘","22°13,467‘","583 1 Bela palanka","Istocna S."
"1634","Drilovska cuka","Tresibaba","781","43°26,585‘","22°22,675‘","583 2 Bela palanka","Istocna S."
"1635","Maninski vrh","Tresibaba","771","43°27,978‘","22°10,549‘","583 1 Bela palanka","Istocna S."
"1636","Sladunica","Tresibaba","751","43°26,174‘","22°14,242‘","583 1 Bela palanka","Istocna S."
"1637","Gorunski del","Tresibaba","745","43°28,050‘","22°18,399‘","583 2 Bela palanka","Istocna S."
"1638","Tijovica","Tresibaba","740","43°24,340‘","22°20,092‘","583 2 Bela palanka","Istocna S."
"1639","Golem kamen","Tresibaba","524","43° 32,030' N","22° 11,140' E","533 3 Zajecar","Istocna S."
"1640","","Tupižnica (Lasovacka pl.)","1160","43° 42,159' N","22° 09,426' E","533 3 Zajecar","Istocna S."
"1641","Glogovacki vrh","Tupižnica (Lasovacka pl.)","1160","43° 43,731' N","22° 10,038' E","533 3 Zajecar","Istocna S."
"1642","Potkamen","Tupižnica (Lasovacka pl.)","1122","43° 43,101' N","22° 09,550' E","533 3 Zajecar","Istocna S."
"1643","Mrtvina","Tupižnica (Lasovacka pl.)","1043","43° 41,620' N","22° 10,269' E","533 3 Zajecar","Istocna S."
"1644","Ðordev vrh","Tupižnica (Lasovacka pl.)","1037","43° 42,742' N","22° 10,317' E","533 3 Zajecar","Istocna S."
"1645","Antino brdo","Tupižnica (Lasovacka pl.)","1035","43° 43,272' N","22° 10,860' E","533 3 Zajecar","Istocna S."
"1646","Maglen","Tupižnica (Lasovacka pl.)","985","43° 40,674' N","22° 10,140' E","533 3 Zajecar","Istocna S."
"1647","Kapula","Tupižnica (Lasovacka pl.)","928","43° 44,806' N","22° 09,054' E","533 3 Zajecar","Istocna S."
"1648","Tumba","Tupižnica (Lasovacka pl.)","912","43° 36,413' N","22° 05,459' E","533 3 Zajecar","Istocna S."
"1649","Pricelj","Tupižnica (Lasovacka pl.)","903","43° 41,017' N","22° 09,378' E","533 3 Zajecar","Istocna S."
"1650","Oštro","Tupižnica (Lasovacka pl.)","823","43° 44,269' N","22° 10,839' E","533 3 Zajecar","Istocna S."
"1651","Konjarnik","Tupižnica (Lasovacka pl.)","788","43° 37,280' N","22° 05,388' E","533 3 Zajecar","Istocna S."
"1652","Straža","Tupižnica (Lasovacka pl.)","701","43° 42,157' N","22° 06,988' E","533 3 Zajecar","Istocna S."
"1653","Grad","Tupižnica (Lasovacka pl.)","701","43° 41,433' N","22° 11,301' E","533 3 Zajecar","Istocna S."
"1654","(Trešnjevo)","Tupižnica (Lasovacka pl.)","603","43° 45,819' N","22° 09,562' E","533 1 Zajecar","Istocna S."
"1655","Vrla strana","Tupižnica (Lasovacka pl.)","575","43° 39,527' N","22° 08,795' E","533 3 Zajecar","Istocna S."
"1656","V. Crni Vrh","Veliki Greben","656","44° 21,285' N","22° 15,083' E","483 2 Bor","Istocna S."
"1657","M. Crni vrh","Veliki Greben","546","44° 21,453' N","22° 16,861' E","483 2 Bor","Istocna S."
"1658","Mali Ponor","Veliki greben","543","44° 23,300' N","22° 13,857' E","483 1 Bor","Istocna S."
"1659","Sr. Crni vrh","Veliki Greben","540","44° 21,546' N","22° 16,256' E","483 2 Bor","Istocna S."
"1660","Kraku Vujenja","Veliki greben","538","44° 24,289' N","22° 13,568' E","483 1 Bor","Istocna S."
"1661","Coka Macijonji","Veliki Greben","511","44° 19,489' N","22° 15,385' E","483 2 Bor","Istocna S."
"1662","Coka Lordz","Veliki greben","507","44° 25,525' N","22° 12,868' E","483 1 Bor","Istocna S."
"1663","","Veliki Krš","1148","44° 10,190' N","22° 690318' E","483 3 Bor","Istocna S."
"1664","","Veliki Krš","1093","44° 09,867' N","22° 06,181' E","483 3 Bor","Istocna S."
"1665","","Veliki Krš","1084","44° 11,379' N","22° 04,109' E","483 3 Bor","Istocna S."
"1666","","Veliki Krš","1068","44° 10,812' N","22° 04,829' E","483 3 Bor","Istocna S."
"1667","Strelnik","Veliki Krš","1065","44° 12,290' N","22° 03,142' E","483 3 Bor","Istocna S."
"1668","Prita Rudina","Veliki Krš","930","44° 10,300' N","22° 07,215' E","483 3 Bor","Istocna S."
"1669","Lakur","Veliki Krš","901","44° 09,794' N","22° 08,173' E","483 3 Bor","Istocna S."
"1670","Musalonji","Veliki Krš","852","44° 13,281' N","22° 02,772' E","483 3 Bor","Istocna S."
"1671","Vrata","Veliki Krš","846","44° 14,025' N","22° 02,732' E","483 3 Bor","Istocna S."
"1672","Zbeg","Veliki Krš","795","44° 11,424' N","22° 01,920' E","483 3 Bor","Istocna S."
"1673","V. Strnjak","Veliki Krš","753","44° 11,598' N","22° 02,795' E","483 3 Bor","Istocna S."
"1674","Drenovo","Veliki Krš","739","44° 10,816' N","22° 02,639' E","483 3 Bor","Istocna S."
"1675","Mali Strnjak","Veliki Krš","736","44° 12,682' N","22° 02,125' E","483 3 Bor","Istocna S."
"1676","Tilva Pasku","Veliki Krš","729","44° 10,838' N","22° 03,638' E","483 3 Bor","Istocna S."
"1677","Strnjak","Veliki Krš","706","44° 13,676' N","22° 02,190' E","483 3 Bor","Istocna S."
"1678","Kurgole","Veliki krš","705","44° 09,166' N","22° 04,941' E","483 3 Bor","Istocna S."
"1679","Šušulejka","Veliki Krš","677","44° 11,285' N","22° 00,681' E","483 3 Bor","Istocna S."
"1680","Kraku lu Vizurini","Veliki krš","657","44° 09,785' N","22° 04,217' E","483 3 Bor","Istocna S."
"1681","Kornetu mare","Veliki Krš","655","44° 08,656' N","22° 06,491' E","483 3 Bor","Istocna S."
"1682","Golemi vrh","Vidlic","1413","43°08,163‘","22°49,419‘","584 4 Pirot","Istocna S."
"1683","Basarski kamen","Vidlic","1376","43°09,771‘","22°42,635‘","584 3 Pirot","Istocna S."
"1684","Visoka stena","Vidlic","1338","43°10,194‘","22°43,466‘","584 3 Pirot","Istocna S."
"1685","Paramunica","Vidlic","1283","43°08,934‘","22°46,138‘","584 4 Pirot","Istocna S."
"1686","Golemi kamik","Vidlic","1273","43°05,665‘","22°54,091‘","584 4 Pirot","Istocna S."
"1687","Izatovska glava","Vidlic","1255","43°06,062‘","22°52,888‘","584 4 Pirot","Istocna S."
"1688","Planinica","Vidlic","1233","43°10,563‘","22°41,531‘","584 3 Pirot","Istocna S."
"1689","Kitka","Vidlic","1209","43°12,970‘","22°40,270‘","584 3 Pirot","Istocna S."
"1690","Koziji kamen","Vidlic","1181","43°12,639‘","22°42,439‘","584 3 Pirot","Istocna S."
"1691","Vucje","Vidlic","1180","43°08,214‘","22°42,677‘","584 3 Pirot","Istocna S."
"1692","Crni vrh","Vidlic","1152","43°10,914‘","22°39,505‘","584 3 Pirot","Istocna S."
"1693","Pravac","Vidlic","1037","43°14,002‘","22°36,716‘","584 3 Pirot","Istocna S."
"1694","Cercelj","Vidlic","1028","43°13,754‘","22°38,942‘","584 3 Pirot","Istocna S."
"1695","Pravac","Vidlic","1011","43°13,771‘","22°37,473‘","584 3 Pirot","Istocna S."
"1696","Certa","Vidlic","963","43°07,071‘","22°47,031‘","584 4 Pirot","Istocna S."
"1697","","Vizak","1016","44° 11,156' N","22° 08,112' E","483 3 Bor","Istocna S."
"1698","M. Vizak","Vizak mali","897","44° 10,240864' N","22° 06,529' E","483 3 Bor","Istocna S."
"1699","Ðurdeva glava","Zabrde","911","43°04,914‘","22°46,343‘","584 4 Pirot","Istocna S."
"1700","Kale","Zabrde","887","43°03,593‘","22°48,630‘","584 4 Pirot","Istocna S."
"1701","Višeslava?","(Bajina Bašta, Dobrotin)","868","43°58,849‘","19°39,173‘","528 1 Užice","Zapadna S."
"1702","Klik","(Bajina Bašta, Dobrotin)","861","43°59,110‘","19°37,870‘","528 1 Užice","Zapadna S."
"1703","Drajska glava","(Bajina Bašta, Dobrotin)","752","43°57,857‘","19°39,240‘","528 1 Užice","Zapadna S."
"1704","Klik","(Draksin, Rogacica)","870","43°58,420‘","19°43,253‘","528 1 Užice","Zapadna S."
"1705"," Malic","(Draksin, Rogacica)","782","43°58,723‘","19°43,643‘","528 1 Užice","Zapadna S."
"1706","","(Jelen do , G. Dobrinja)","787","43°56,405‘","20°06,420‘","529 1 Cacak","Zapadna S."
"1707","Maovsko brdo","(Ježevica, Duškovci)","831","43°59,257‘","20°04,511‘","529 1 Cacak","Zapadna S."
"1708","Borova glava","(Ježevica, Duškovci)","768","43°59,069‘","20°05,653‘","529 1 Cacak","Zapadna S."
"1709","Golo brdo","(Ježevica, Duškovci)","694","43°58,680‘","20°03,914‘","529 1 Cacak","Zapadna S."
"1710","Mandica brdo","(Ježevica, Duškovci)","680","43°59,607‘","20°02,058‘","529 1 Cacak","Zapadna S."
"1711","Pjetlovo brdo","(Kacer, Užice)","827","43°49,887‘","19°46,904‘","528 2 Užice","Zapadna S."
"1712","Glog","(Kosjeric, Seca Reka)","871","43°58,871‘","19°47,105‘","528 2 Užice","Zapadna S."
"1713","Crni vrh","(Kosjeric, Seca Reka)","865","43°59,203‘","19°46,242‘","528 2 Užice","Zapadna S."
"1714","Bobija","(Kosjeric, Seca Reka)","836","43°59,260‘","19°48,529‘","528 2 Užice","Zapadna S."
"1715","Krst","(Koštunici)","641","44°03,943‘","20°13,426‘","479 3 Lazarevac","Zapadna S."
"1716","Brkovica glava","(Koštunici)","649","44°03,662‘","20°14,562‘","479 3 Lazarevac","Zapadna S."
"1717","Cikinac","(Koštunici, Teocin)","723","44°05,444‘","20°15,507‘","479 4 Lazarevac","Zapadna S."
"1718","Kostajnik","(Krupanj, Kostajnik)","748","44°25,436‘","19°18,315‘","477 2 Zvornik","Zapadna S."
"1719","Glavica","(Krupanj, Kostajnik)","701","44°25,923‘","19°17,075‘","477 2 Zvornik","Zapadna S."
"1720","Visoka glava","(Krupanj, Stolice)","534","44°25,750‘","19°20,461‘","477 2 Zvornik","Zapadna S."
"1721","Kuljanska glava","(Kula, Užice)","873","43°51,639‘","19°46,298‘","528 2 Užice","Zapadna S."
"1722","Savina glava","(Ljubovija)","570","44°13,142‘","19°23,223‘","477 4 Zvornik","Zapadna S."
"1723","Milovanovica vis","(Ljubovija, Vrhpolje)","731","44°11,849‘","19°28,708‘","477 4 Zvornik","Zapadna S."
"1724","Kamenova glava","(Ovcar banja, Rošci)","799","43°56,204‘","20°10,517‘","529 1 Cacak","Zapadna S."
"1725","Strmac","(Požega)","675","43°53,680‘","20°02,202‘","529 1 Cacak","Zapadna S."
"1726","Šiljkovica","(Požega, Gornja Dobrinja)","813","43°57,841‘","20°06,744‘","529 1 Cacak","Zapadna S."
"1727","Veliki vrh","(Požega, Uzici)","683","43°47,574‘","19°59,314‘","528 2 Užice","Zapadna S."
"1728","Kita","(Pranjani)","624","43°58,126‘","20°12,764‘","529 1 Cacak","Zapadna S."
"1729","Veliki pogled","(Pranjani)","536","43°59,043‘","20°14,188‘","529 1 Cacak","Zapadna S."
"1730","","(Pranjani, Glavaj)","638","43°57,592‘","20°12,152‘","529 1 Cacak","Zapadna S."
"1731","Umka","(Pranjani, Gojna gora)","642","44°01,884‘","20°08,750‘","479 3 Lazarevac","Zapadna S."
"1732","Straževica","(Semedraž)","516","43°59,504‘","20°23,762‘","529 2 Cacak","Zapadna S."
"1733","Suvi klen","(Sevojno)","741","43°49,567‘","19°53,865‘","528 2 Užice","Zapadna S."
"1734","Cardak","(Slavkovica)","645","44°10,079‘","20°12,918‘","479 3 Lazarevac","Zapadna S."
"1735","Crni vrh","(Takovo)","555","44°02,589‘","20°25,467‘","479 4 Lazarevac","Zapadna S."
"1736","Takovska glava","(Takovo)","523","44°03,392‘","20°24,077‘","479 4 Lazarevac","Zapadna S."
"1737","Orlovac","(Užice)","724","43°50,872‘","19°49,999‘","528 2 Užice","Zapadna S."
"1738","Drenovac","(Užice)","690","43°50,422‘","19°51,388‘","528 2 Užice","Zapadna S."
"1739","Prljuša","(Užice, Ribaševina)","726","43°56,271‘","19°50,675‘","528 2 Užice","Zapadna S."
"1740","Klikovi","(Užice, Ribaševina)","719","43°56,735‘","19°50,656‘","528 2 Užice","Zapadna S."
"1741","","(Užice, Utrina)","882","43°52,556‘","19°45,902‘","528 2 Užice","Zapadna S."
"1742","Ridovi","(Vrhpolje)","532","44°09,521‘","19°27,042‘","477 4 Zvornik","Zapadna S."
"1743","Kamenjaca","(Zaglavak)","922","43°57,770‘","19°42,827‘","528 1 Užice","Zapadna S."
"1744","Lisina","(Zajaca)","656","44°26,617‘","19°17,352‘","477 2 Zvornik","Zapadna S."
"1745","Velika Bobija","(Zajaca)","550","44°27,874‘","19°15,605‘","477 2 Zvornik","Zapadna S."
"1746","Veliki Cip","(Zajaca, Gornja Borina)","578","44°25,612‘","19°14,438‘","477 1 Zvornik","Zapadna S."
"1747","Velika barica","Azbukovica","1042","44°09,982‘","19°35,629‘","478 3 Valjevo","Zapadna S."
"1748","Dežnica","Azbukovica","1036","44°09,549‘","19°35,140‘","478 3 Valjevo","Zapadna S."
"1749","Košljansko brdo","Azbukovica","1010","44°09,867‘","19°33,928‘","478 3 Valjevo","Zapadna S."
"1750","Mala barica","Azbukovica","1000","44°09,744‘","19°36,635‘","478 3 Valjevo","Zapadna S."
"1751","Žuta stena","Azbukovica","961","44°10,260‘","19°30,632‘","478 3 Valjevo","Zapadna S."
"1752","Drnjaci","Azbukovica","952","44°09,439‘","19°30,939‘","478 3 Valjevo","Zapadna S."
"1753","Metiljka","Azbukovica","929","44°09,202‘","19°31,662‘","478 3 Valjevo","Zapadna S."
"1754","Ravno brdo","Azbukovica","900","44°14,576‘","19°35,026‘","478 3 Valjevo","Zapadna S."
"1755","Preseka","Azbukovica","827","44°14,063‘","19°31,505‘","478 3 Valjevo","Zapadna S."
"1756","Visibaba","Azbukovica","787","44°14,166‘","19°30,641‘","478 3 Valjevo","Zapadna S."
"1757","Cuver","Azbukovica","752","44°16,654‘","19°22,350‘","477 2 Zvornik","Zapadna S."
"1758","Boškovac","Azbukovica","752","44°08,789‘","19°32,505‘","478 3 Valjevo","Zapadna S."
"1759","Grad-kamen","Azbukovica","741","44°14,120‘","19°33,376‘","478 3 Valjevo","Zapadna S."
"1760","Kutanj","Azbukovica","600","44°15,506‘","19°24,894‘","477 2 Zvornik","Zapadna S."
"1761","Svilena stena","Azbukovica Podrinje","1231","44°06,041‘","19°38,174‘","478 3 Valjevo","Zapadna S."
"1762","Sokolina","Azbukovica Podrinje","1225","44°06,097‘","19°37,749‘","478 3 Valjevo","Zapadna S."
